0,9,798
0,8,797
0,4,797
0,4,791
0,3,790
0,3,781
0,2,780
0,2,766
0,1,765
0,1,720
0,2,719
0,2,691
0,3,690
0,3,687
0,7,687
0,8,686
0,13,686
0,14,685
0,21,685
0,22,684
0,29,684
0,30,683
0,38,683
0,39,682
0,51,682
0,52,681
0,88,681
0,89,682
0,98,682
0,99,683
0,103,683
0,104,684
0,104,690
0,105,691
0,105,709
0,106,710
0,106,727
0,107,728
0,107,745
0,108,746
0,108,764
0,109,765
0,109,783
0,110,784
0,110,791
0,108,791
0,107,792
0,99,792
0,98,793
0,89,793
0,88,794
0,78,794
0,77,795
0,65,795
0,64,796
0,48,796
0,47,797
0,20,797
0,19,798
1,21,800
1,48,800
1,49,799
1,65,799
1,66,798
1,78,798
1,79,797
1,89,797
1,90,796
1,99,796
1,100,795
1,108,795
1,109,794
1,111,794
1,112,793
1,112,792
1,113,791
1,113,783
1,112,782
1,112,764
1,111,763
1,111,745
1,110,744
1,110,727
1,109,726
1,109,709
1,108,708
1,108,690
1,107,689
1,107,683
1,105,681
1,103,681
1,102,680
1,100,680
1,99,679
1,90,679
1,89,678
1,51,678
1,50,679
1,40,679
1,39,680
1,29,680
1,28,681
1,21,681
1,20,682
1,13,682
1,12,683
1,7,683
1,6,684
1,4,684
1,3,685
1,1,685
1,0,686
1,0,689
1,0,1
1,799,1
1,799,800
2,129,678
2,130,679
2,155,679
2,156,678
2,159,678
2,160,677
2,163,677
2,164,676
2,166,676
2,167,675
2,168,675
2,169,674
2,171,674
2,172,673
2,173,673
2,175,671
2,176,671
2,177,670
2,178,670
2,180,668
2,181,668
2,184,665
2,185,665
2,186,664
2,186,663
2,187,663
2,194,656
2,194,655
2,197,652
2,197,651
2,200,648
2,200,647
2,201,646
2,201,645
2,202,644
2,202,643
2,203,642
2,203,641
2,205,639
2,205,638
2,206,637
2,206,635
2,207,634
2,207,633
2,208,632
2,208,630
2,209,629
2,209,627
2,210,626
2,210,623
2,211,622
2,211,617
2,212,616
2,212,607
2,211,606
2,211,602
2,210,601
2,210,599
2,209,598
2,209,597
2,208,596
2,208,595
2,207,594
2,207,593
2,206,592
2,206,591
2,205,590
2,205,589
2,204,588
2,204,587
2,202,585
2,202,584
2,197,579
2,197,578
2,196,577
2,195,577
2,195,576
2,191,572
2,190,572
2,190,571
2,189,570
2,188,570
2,185,567
2,184,567
2,181,564
2,180,564
2,179,563
2,178,563
2,177,562
2,176,562
2,174,560
2,173,560
2,172,559
2,171,559
2,170,558
2,169,558
2,167,556
2,166,556
2,165,555
2,163,555
2,162,554
2,161,554
2,160,553
2,158,553
2,157,552
2,155,552
2,154,551
2,152,551
2,151,550
2,148,550
2,147,549
2,144,549
2,143,548
2,135,548
2,134,547
2,130,547
2,129,548
2,120,548
2,119,549
2,116,549
2,115,550
2,113,550
2,112,551
2,110,551
2,109,552
2,107,552
2,106,553
2,105,553
2,104,554
2,103,554
2,102,555
2,101,555
2,99,557
2,98,557
2,96,559
2,95,559
2,92,562
2,91,562
2,87,566
2,86,566
2,85,567
2,85,568
2,84,569
2,83,569
2,82,570
2,82,571
2,77,576
2,77,577
2,76,577
2,75,578
2,75,579
2,74,580
2,74,581
2,72,583
2,72,584
2,71,585
2,71,586
2,69,588
2,69,590
2,68,591
2,68,592
2,67,593
2,67,595
2,66,596
2,66,599
2,65,600
2,65,605
2,64,606
2,64,619
2,65,620
2,65,626
2,66,627
2,66,630
2,67,631
2,67,634
2,68,635
2,68,637
2,69,638
2,69,639
2,70,640
2,70,641
2,71,642
2,71,643
2,72,644
2,72,646
2,73,647
2,73,648
2,75,650
2,75,651
2,76,652
2,76,653
2,79,656
2,79,657
2,83,661
2,83,662
2,84,663
2,85,663
2,91,669
2,92,669
2,93,670
2,94,670
2,96,672
2,97,672
2,98,673
2,99,673
2,100,674
2,102,674
2,103,675
2,105,675
2,106,676
2,113,676
2,114,677
2,121,677
2,122,678
3,131,676
3,130,675
3,123,675
3,122,674
3,115,674
3,114,673
3,107,673
3,106,672
3,104,672
3,103,671
3,101,671
3,100,670
3,99,670
3,98,669
3,97,669
3,95,667
3,94,667
3,93,666
3,92,666
3,92,665
3,91,664
3,90,664
3,82,656
3,82,655
3,79,652
3,79,651
3,78,650
3,78,649
3,76,647
3,76,646
3,75,645
3,75,643
3,74,642
3,74,641
3,73,640
3,73,639
3,72,638
3,72,637
3,71,636
3,71,634
3,70,633
3,70,630
3,69,629
3,69,626
3,68,625
3,68,619
3,67,618
3,67,607
3,68,606
3,68,601
3,69,600
3,69,597
3,70,596
3,70,594
3,71,593
3,71,592
3,72,591
3,72,589
3,74,587
3,74,586
3,75,585
3,75,584
3,77,582
3,77,581
3,80,578
3,80,577
3,92,565
3,93,565
3,96,562
3,97,562
3,99,560
3,100,560
3,102,558
3,103,558
3,104,557
3,105,557
3,106,556
3,107,556
3,108,555
3,110,555
3,111,554
3,113,554
3,114,553
3,116,553
3,117,552
3,120,552
3,121,551
3,130,551
3,131,550
3,133,550
3,134,551
3,142,551
3,143,552
3,146,552
3,147,553
3,150,553
3,151,554
3,153,554
3,154,555
3,156,555
3,157,556
3,159,556
3,160,557
3,161,557
3,162,558
3,164,558
3,166,560
3,167,560
3,168,561
3,169,561
3,170,562
3,171,562
3,172,563
3,173,563
3,175,565
3,176,565
3,177,566
3,178,566
3,180,568
3,181,568
3,184,571
3,185,571
3,189,575
3,190,575
3,190,576
3,191,577
3,192,577
3,192,578
3,198,584
3,198,585
3,201,588
3,201,589
3,202,590
3,202,591
3,203,592
3,203,593
3,204,594
3,204,595
3,205,596
3,205,597
3,206,598
3,206,599
3,207,600
3,207,602
3,208,603
3,208,607
3,209,608
3,209,615
3,208,616
3,208,621
3,207,622
3,207,625
3,206,626
3,206,628
3,205,629
3,205,631
3,204,632
3,204,633
3,203,634
3,203,636
3,202,637
3,202,638
3,200,640
3,200,641
3,199,642
3,199,643
3,198,644
3,198,645
3,196,647
3,196,648
3,194,650
3,194,651
3,191,654
3,191,655
3,190,655
3,189,656
3,189,657
3,188,658
3,187,658
3,186,659
3,186,660
3,185,660
3,181,664
3,180,664
3,177,667
3,176,667
3,175,668
3,174,668
3,172,670
3,171,670
3,170,671
3,168,671
3,167,672
3,166,672
3,165,673
3,163,673
3,162,674
3,159,674
3,158,675
3,155,675
3,154,676
4,226,800
4,229,800
4,230,799
4,230,798
4,229,797
4,229,788
4,228,787
4,228,782
4,227,781
4,227,777
4,226,776
4,226,773
4,225,772
4,225,771
4,224,770
4,224,767
4,223,766
4,223,764
4,222,763
4,222,762
4,221,761
4,221,760
4,220,759
4,220,757
4,219,756
4,219,755
4,218,754
4,218,752
4,217,751
4,217,750
4,216,749
4,217,748
4,218,748
4,219,747
4,222,747
4,223,746
4,224,746
4,225,745
4,227,745
4,228,744
4,229,744
4,231,742
4,233,742
4,234,741
4,235,741
4,236,740
4,237,740
4,238,739
4,239,739
4,240,738
4,241,738
4,242,737
4,243,737
4,244,736
4,245,736
4,246,735
4,247,735
4,248,734
4,249,734
4,250,733
4,252,733
4,253,732
4,254,732
4,255,731
4,257,731
4,258,730
4,260,730
4,261,729
4,262,730
4,264,728
4,262,726
4,261,726
4,259,724
4,258,724
4,257,723
4,256,723
4,255,722
4,254,722
4,253,721
4,250,721
4,249,720
4,246,720
4,245,719
4,231,719
4,230,718
4,214,718
4,213,717
4,211,717
4,211,714
4,210,713
4,210,709
4,209,708
4,209,702
4,208,701
4,208,692
4,207,691
4,207,661
4,206,660
4,204,660
4,201,663
4,201,664
4,200,665
4,200,666
4,199,666
4,198,667
4,198,668
4,197,669
4,197,670
4,195,672
4,195,673
4,194,674
4,194,675
4,193,676
4,193,677
4,192,678
4,192,679
4,191,680
4,191,681
4,189,683
4,189,684
4,188,685
4,188,686
4,187,687
4,187,688
4,186,689
4,186,690
4,185,691
4,185,692
4,184,693
4,184,695
4,183,696
4,183,698
4,182,699
4,182,700
4,181,701
4,181,703
4,180,704
4,180,706
4,179,707
4,179,711
4,178,712
4,171,712
4,170,711
4,163,711
4,162,710
4,158,710
4,157,709
4,154,709
4,153,708
4,151,708
4,150,707
4,148,707
4,147,706
4,145,706
4,144,705
4,141,705
4,140,704
4,138,704
4,137,703
4,135,703
4,134,702
4,132,702
4,131,701
4,129,701
4,128,700
4,126,700
4,125,701
4,125,702
4,127,704
4,127,705
4,130,708
4,130,709
4,134,713
4,134,714
4,135,715
4,136,715
4,136,716
4,143,723
4,144,723
4,148,727
4,149,727
4,149,728
4,150,729
4,151,729
4,152,730
4,153,730
4,154,731
4,155,731
4,155,732
4,156,733
4,156,734
4,157,735
4,158,735
4,164,741
4,164,745
4,163,746
4,163,748
4,162,749
4,162,751
4,160,753
4,160,754
4,159,755
4,159,756
4,158,757
4,158,758
4,154,762
4,154,763
4,152,765
4,152,766
4,148,770
4,148,771
4,145,774
4,145,775
4,144,776
4,144,777
4,142,779
4,142,780
4,141,781
4,141,783
4,140,784
4,140,785
4,139,786
4,139,788
4,138,789
4,140,791
4,144,787
4,145,787
4,147,785
4,148,785
4,151,782
4,152,782
4,153,781
4,154,781
4,156,779
4,157,779
4,158,778
4,159,778
4,160,777
4,161,777
4,162,776
4,163,776
4,164,775
4,165,775
4,166,774
4,168,774
4,169,773
4,170,773
4,171,772
4,172,772
4,173,771
4,174,771
4,175,770
4,176,770
4,177,769
4,178,769
4,180,767
4,181,767
4,182,766
4,183,766
4,184,765
4,185,765
4,187,763
4,188,763
4,189,762
4,191,764
4,192,764
4,192,765
4,194,767
4,194,768
4,195,769
4,196,769
4,196,770
4,199,773
4,199,774
4,200,775
4,201,775
4,201,776
4,204,779
4,204,780
4,205,781
4,206,781
4,206,782
4,217,793
4,218,793
4,223,798
4,224,798
5,226,796
5,225,795
5,224,795
5,219,790
5,218,790
5,218,789
5,217,788
5,216,788
5,216,787
5,215,786
5,214,786
5,214,785
5,213,784
5,212,784
5,212,783
5,211,782
5,210,782
5,210,781
5,206,777
5,206,776
5,205,775
5,204,775
5,204,774
5,201,771
5,201,770
5,200,769
5,199,769
5,199,768
5,195,764
5,195,763
5,193,761
5,192,761
5,192,760
5,190,758
5,189,759
5,188,759
5,187,760
5,186,760
5,184,762
5,183,762
5,182,763
5,181,763
5,180,764
5,179,764
5,177,766
5,176,766
5,175,767
5,174,767
5,173,768
5,172,768
5,171,769
5,170,769
5,169,770
5,168,770
5,167,771
5,165,771
5,164,772
5,163,772
5,162,773
5,161,773
5,160,774
5,159,774
5,158,775
5,157,775
5,156,776
5,155,776
5,153,778
5,152,778
5,151,779
5,150,779
5,148,781
5,147,781
5,145,783
5,144,783
5,144,782
5,145,781
5,145,780
5,147,778
5,147,777
5,149,775
5,149,774
5,151,772
5,151,771
5,156,766
5,156,765
5,158,763
5,158,762
5,161,759
5,161,758
5,162,757
5,162,756
5,164,754
5,164,753
5,165,752
5,165,750
5,166,749
5,166,747
5,167,746
5,167,740
5,157,730
5,157,729
5,156,728
5,155,728
5,154,727
5,153,727
5,150,724
5,149,724
5,145,720
5,144,720
5,144,719
5,143,718
5,142,718
5,141,717
5,141,716
5,140,715
5,139,715
5,139,714
5,133,708
5,133,707
5,130,704
5,131,705
5,133,705
5,134,706
5,136,706
5,137,707
5,139,707
5,140,708
5,143,708
5,144,709
5,146,709
5,147,710
5,148,710
5,149,711
5,152,711
5,153,712
5,156,712
5,157,713
5,161,713
5,162,714
5,169,714
5,170,715
5,180,715
5,181,714
5,181,713
5,182,712
5,182,708
5,183,707
5,183,705
5,184,704
5,184,702
5,185,701
5,185,700
5,186,699
5,186,697
5,187,696
5,187,694
5,188,693
5,188,692
5,189,691
5,189,690
5,190,689
5,190,688
5,191,687
5,191,686
5,192,685
5,192,684
5,194,682
5,194,681
5,195,680
5,195,679
5,196,678
5,196,677
5,197,676
5,197,675
5,199,673
5,199,672
5,200,671
5,200,670
5,203,667
5,203,666
5,204,665
5,204,692
5,205,693
5,205,702
5,206,703
5,206,709
5,207,710
5,207,715
5,208,716
5,208,719
5,209,720
5,212,720
5,213,721
5,229,721
5,230,722
5,243,722
5,244,723
5,248,723
5,249,724
5,252,724
5,253,725
5,254,725
5,255,726
5,256,726
5,257,727
5,256,728
5,254,728
5,253,729
5,252,729
5,251,730
5,249,730
5,248,731
5,247,731
5,246,732
5,245,732
5,244,733
5,243,733
5,242,734
5,240,734
5,238,736
5,237,736
5,236,737
5,235,737
5,234,738
5,233,738
5,232,739
5,230,739
5,228,741
5,227,741
5,226,742
5,224,742
5,223,743
5,222,743
5,221,744
5,218,744
5,217,745
5,216,745
5,215,746
5,214,746
5,213,747
5,213,750
5,214,751
5,214,752
5,215,753
5,215,755
5,216,756
5,216,757
5,217,758
5,217,760
5,218,761
5,218,762
5,219,763
5,219,764
5,220,765
5,220,767
5,221,768
5,221,771
5,222,772
5,222,773
5,223,774
5,223,777
5,224,778
5,224,782
5,225,783
5,225,788
5,226,789
6,0,800
6,0,782
6,0,791
6,1,792
6,1,798
6,2,799
6,2,800
